order_id,product_id,quantity,price,discount
ORD_10042,PROD_215,3,3066,0%
ORD_10042,PROD_171,3,1067,5%
ORD_10042,PROD_129,2,884,20%
ORD_10043,PROD_74,2,2378,0%
ORD_10043,PROD_190,1,1491,5%
ORD_10043,PROD_127,3,2525,10%
ORD_10044,PROD_197,3,1445,0%
ORD_10044,PROD_282,1,2503,20%
ORD_10044,PROD_259,1,2315,10%
ORD_10045,PROD_210,1,1998,0%
ORD_10046,PROD_235,2,3010,15%
ORD_10047,PROD_43,3,3142,0%
ORD_10047,PROD_81,1,1883,0%
ORD_10047,PROD_185,3,1430,0%
ORD_10048,PROD_66,3,461,0%
ORD_10048,PROD_15,2,829,5%
ORD_10048,PROD_322,1,2251,5%
ORD_10048,PROD_264,1,2094,0%
ORD_10049,PROD_273,3,3092,20%
ORD_10049,PROD_244,1,510,0%
ORD_10049,PROD_302,1,3001,15%
ORD_10049,PROD_120,2,403,0%
ORD_10050,PROD_99,1,3052,0%
ORD_10050,PROD_217,3,884,15%
ORD_10051,PROD_18,2,1865,0%
ORD_10052,PROD_84,1,2702,0%
ORD_10053,PROD_85,1,1290,20%
ORD_10054,PROD_221,1,2554,20%
ORD_10054,PROD_36,1,2360,20%
ORD_10054,PROD_15,2,1054,10%
ORD_10054,PROD_83,2,796,0%
ORD_10055,PROD_10,3,2107,20%
ORD_10055,PROD_51,1,2368,0%
ORD_10055,PROD_6,2,354,0%
ORD_10056,PROD_244,3,788,5%
ORD_10056,PROD_144,1,1717,5%
ORD_10056,PROD_219,3,2705,5%
ORD_10056,PROD_325,3,1461,5%
ORD_10057,PROD_67,2,701,0%
ORD_10057,PROD_97,1,1491,0%
ORD_10057,PROD_88,3,1542,0%
ORD_10058,PROD_222,3,3177,0%
ORD_10059,PROD_22,3,991,20%
ORD_10059,PROD_117,2,1095,10%
ORD_10059,PROD_102,1,1952,0%
ORD_10060,PROD_141,1,200,10%
ORD_10060,PROD_12,3,1940,0%
ORD_10060,PROD_171,2,734,5%
ORD_10061,PROD_222,3,1333,15%
ORD_10061,PROD_243,1,628,10%
ORD_10061,PROD_16,2,2368,15%
ORD_10062,PROD_261,2,2229,15%
ORD_10062,PROD_32,2,454,0%
ORD_10063,PROD_97,3,1776,0%
ORD_10063,PROD_157,2,519,5%
ORD_10063,PROD_99,2,3123,20%
ORD_10064,PROD_48,3,2008,10%
ORD_10065,PROD_125,2,2762,5%
ORD_10065,PROD_295,1,1969,5%
ORD_10066,PROD_32,1,583,5%
ORD_10066,PROD_44,3,935,5%
ORD_10067,PROD_181,2,2676,0%
ORD_10068,PROD_179,1,989,5%
ORD_10068,PROD_56,1,708,10%
ORD_10069,PROD_251,2,1363,0%
ORD_10069,PROD_61,3,2573,20%
ORD_10069,PROD_203,1,3150,0%
ORD_10070,PROD_2,1,2466,5%
ORD_10070,PROD_40,2,2127,10%
ORD_10070,PROD_290,3,582,15%
ORD_10071,PROD_331,3,1379,20%
ORD_10071,PROD_303,1,751,0%
ORD_10071,PROD_65,1,1534,20%
ORD_10072,PROD_251,1,2729,20%
ORD_10072,PROD_42,2,1312,20%
ORD_10072,PROD_207,1,2777,10%
ORD_10073,PROD_124,2,3181,20%
ORD_10073,PROD_204,1,2993,0%
ORD_10073,PROD_308,1,3098,0%
ORD_10073,PROD_270,3,2339,5%
ORD_10074,PROD_99,3,292,15%
ORD_10074,PROD_190,2,1677,0%
ORD_10075,PROD_169,1,1388,0%
ORD_10075,PROD_127,3,2644,20%
ORD_10075,PROD_330,2,710,5%
ORD_10076,PROD_337,2,523,0%
ORD_10077,PROD_18,3,519,5%
ORD_10077,PROD_329,2,1710,15%
ORD_10077,PROD_248,2,1512,10%
ORD_10077,PROD_176,1,463,15%
ORD_10078,PROD_275,3,1829,5%
ORD_10079,PROD_140,1,701,20%
ORD_10080,PROD_322,2,2284,0%
ORD_10081,PROD_52,2,1450,20%
ORD_10081,PROD_329,1,1566,0%
ORD_10081,PROD_286,1,1469,0%
ORD_10081,PROD_89,3,1226,15%
ORD_10082,PROD_334,1,1818,0%
ORD_10082,PROD_73,3,826,0%
ORD_10083,PROD_210,2,2969,0%
ORD_10083,PROD_55,1,1791,10%
ORD_10083,PROD_144,3,1345,5%
ORD_10083,PROD_160,2,1929,10%
ORD_10084,PROD_90,1,1286,0%
ORD_10084,PROD_236,2,256,0%
ORD_10084,PROD_270,3,341,0%
ORD_10085,PROD_244,2,2220,0%
ORD_10085,PROD_251,1,1401,20%
ORD_10086,PROD_144,1,1789,0%
ORD_10086,PROD_267,1,1545,0%
ORD_10087,PROD_191,1,547,0%
ORD_10087,PROD_316,2,1083,0%
ORD_10088,PROD_1,1,2612,15%
ORD_10088,PROD_257,1,1581,0%
ORD_10088,PROD_238,2,666,0%
ORD_10089,PROD_157,1,2641,0%
ORD_10089,PROD_46,3,2787,0%
ORD_10089,PROD_209,1,1939,10%
ORD_10090,PROD_246,3,2041,0%
ORD_10090,PROD_80,3,2885,0%
ORD_10091,PROD_180,2,1788,20%
ORD_10091,PROD_45,1,1233,0%
ORD_10091,PROD_31,1,1187,0%
ORD_10091,PROD_259,1,1684,0%
ORD_10092,PROD_316,3,755,0%
ORD_10093,PROD_222,2,1748,0%
ORD_10093,PROD_102,1,682,15%
ORD_10094,PROD_337,1,2018,0%
ORD_10095,PROD_134,1,2150,5%
ORD_10096,PROD_147,2,2849,10%
ORD_10097,PROD_253,2,838,15%
ORD_10097,PROD_161,1,1804,5%
ORD_10098,PROD_39,1,1670,15%
ORD_10098,PROD_319,3,243,20%
ORD_10099,PROD_254,1,1676,0%
ORD_10099,PROD_248,1,839,0%
ORD_10099,PROD_74,2,2772,5%
ORD_10100,PROD_278,2,1268,5%
ORD_10100,PROD_180,3,1346,15%
ORD_10101,PROD_162,3,240,0%
ORD_10101,PROD_20,1,2517,5%
ORD_10102,PROD_32,3,1890,0%
ORD_10103,PROD_249,2,1572,15%
ORD_10103,PROD_18,1,1538,5%
ORD_10104,PROD_304,3,850,0%
ORD_10104,PROD_274,3,1232,0%
ORD_10104,PROD_218,1,359,0%
ORD_10104,PROD_58,1,2165,5%
ORD_10105,PROD_251,2,2953,20%
ORD_10105,PROD_149,3,2564,15%
ORD_10106,PROD_256,3,2788,0%
ORD_10107,PROD_291,1,1940,0%
ORD_10107,PROD_125,2,2681,10%
ORD_10107,PROD_186,2,315,15%
ORD_10108,PROD_206,2,1856,0%
ORD_10108,PROD_46,2,948,0%
ORD_10108,PROD_268,3,1183,15%
ORD_10109,PROD_70,1,2480,0%
ORD_10109,PROD_40,1,540,0%
ORD_10109,PROD_328,2,1648,0%
ORD_10109,PROD_282,1,714,15%
ORD_10110,PROD_222,1,1596,0%
ORD_10110,PROD_335,3,483,5%
ORD_10110,PROD_215,1,554,0%
ORD_10110,PROD_127,2,1525,5%
ORD_10111,PROD_172,1,270,10%
ORD_10111,PROD_173,3,365,0%
ORD_10111,PROD_280,1,2593,5%
ORD_10111,PROD_177,3,994,10%
ORD_10112,PROD_82,2,314,20%
ORD_10112,PROD_215,3,929,15%
ORD_10112,PROD_53,1,2048,15%
ORD_10113,PROD_28,1,2319,0%
ORD_10114,PROD_217,3,1691,0%
ORD_10114,PROD_296,3,1730,0%
ORD_10115,PROD_47,3,1353,10%
ORD_10115,PROD_321,1,1992,10%
ORD_10115,PROD_170,1,455,10%
ORD_10116,PROD_269,1,2252,0%
ORD_10116,PROD_266,3,3130,0%
ORD_10117,PROD_191,3,1210,10%
ORD_10117,PROD_70,3,2980,0%
ORD_10118,PROD_80,3,2539,0%
ORD_10119,PROD_228,1,1436,0%
ORD_10119,PROD_169,2,2208,0%
ORD_10120,PROD_275,1,220,5%
ORD_10120,PROD_144,3,514,5%
ORD_10121,PROD_79,3,2106,0%
ORD_10121,PROD_116,3,1461,0%
ORD_10121,PROD_72,3,1905,20%
ORD_10122,PROD_202,1,2154,10%
ORD_10122,PROD_130,1,487,0%
ORD_10122,PROD_304,1,1820,10%
ORD_10122,PROD_122,3,1940,5%
ORD_10123,PROD_172,3,1823,0%
ORD_10124,PROD_296,1,2613,0%
ORD_10124,PROD_112,3,439,0%
ORD_10124,PROD_67,1,1651,5%
ORD_10125,PROD_313,2,2591,0%
ORD_10125,PROD_323,3,552,20%
ORD_10125,PROD_31,3,3095,0%
ORD_10125,PROD_341,1,572,20%
ORD_10126,PROD_110,3,1381,0%
ORD_10126,PROD_1,2,2835,15%
ORD_10126,PROD_196,2,1905,20%
ORD_10126,PROD_47,3,2595,10%
ORD_10127,PROD_103,2,2754,10%
ORD_10127,PROD_270,2,1814,0%
ORD_10127,PROD_342,3,2615,0%
ORD_10128,PROD_274,2,1967,10%
ORD_10128,PROD_29,3,2713,10%
ORD_10129,PROD_258,3,2249,10%
ORD_10129,PROD_310,2,1851,5%
ORD_10129,PROD_216,1,2659,0%
ORD_10129,PROD_101,1,1578,5%
ORD_10130,PROD_232,2,1259,0%
ORD_10131,PROD_55,3,236,0%
ORD_10131,PROD_229,3,331,0%
ORD_10132,PROD_308,1,2684,0%
ORD_10132,PROD_116,1,1406,0%
ORD_10132,PROD_165,2,3095,5%
ORD_10133,PROD_132,1,1616,10%
ORD_10133,PROD_323,1,1180,0%
ORD_10133,PROD_264,1,977,0%
ORD_10134,PROD_328,3,1625,0%
ORD_10134,PROD_251,2,2807,10%
ORD_10134,PROD_160,2,1813,0%
ORD_10135,PROD_257,2,2368,0%
ORD_10135,PROD_148,1,1151,5%
ORD_10135,PROD_323,1,1071,10%
ORD_10136,PROD_73,3,1680,0%
ORD_10136,PROD_10,1,2746,15%
ORD_10136,PROD_49,1,2303,20%
ORD_10137,PROD_227,1,3060,10%
ORD_10137,PROD_239,1,1624,10%
ORD_10138,PROD_20,3,3072,10%
ORD_10138,PROD_80,3,593,10%
ORD_10138,PROD_43,3,1336,20%
ORD_10139,PROD_333,2,1925,0%
ORD_10140,PROD_184,2,1403,0%
ORD_10140,PROD_7,1,570,0%
ORD_10140,PROD_83,2,1986,0%
ORD_10140,PROD_201,3,2679,0%
ORD_10141,PROD_196,1,1583,0%
ORD_10141,PROD_237,2,1678,5%
ORD_10142,PROD_73,2,1764,20%
ORD_10142,PROD_139,3,2157,0%
ORD_10142,PROD_49,1,2725,0%
ORD_10142,PROD_233,3,1075,0%
ORD_10143,PROD_315,1,1458,20%
ORD_10143,PROD_100,1,300,0%
ORD_10143,PROD_172,2,1388,20%
ORD_10143,PROD_32,3,473,15%
ORD_10144,PROD_253,1,1523,5%
ORD_10144,PROD_22,2,617,0%
ORD_10144,PROD_226,2,716,0%
ORD_10144,PROD_100,1,2072,0%
ORD_10145,PROD_169,1,2272,0%
ORD_10146,PROD_283,3,1368,20%
ORD_10146,PROD_21,2,838,0%
ORD_10147,PROD_59,2,1447,0%
ORD_10148,PROD_237,3,3006,15%
ORD_10148,PROD_204,2,485,0%
ORD_10149,PROD_10,1,3118,15%
ORD_10150,PROD_133,1,1644,15%
ORD_10150,PROD_267,3,2464,10%
ORD_10150,PROD_77,2,1681,0%
ORD_10150,PROD_161,3,1610,5%
ORD_10151,PROD_7,3,1981,15%
ORD_10151,PROD_24,1,1384,0%
ORD_10152,PROD_66,1,3150,0%
ORD_10152,PROD_73,1,250,10%
ORD_10152,PROD_66,1,1685,20%
ORD_10153,PROD_173,3,2171,0%
ORD_10153,PROD_280,1,1426,0%
ORD_10153,PROD_188,2,1132,0%
ORD_10153,PROD_66,1,1945,5%
ORD_10154,PROD_250,3,1732,0%
ORD_10154,PROD_47,2,1980,15%
ORD_10155,PROD_34,1,1461,15%
ORD_10155,PROD_333,1,2947,20%
ORD_10155,PROD_310,3,1750,0%
ORD_10155,PROD_285,2,783,5%
ORD_10156,PROD_159,3,2281,0%
ORD_10156,PROD_255,1,3011,0%
ORD_10156,PROD_135,2,638,0%
ORD_10157,PROD_82,2,775,10%
ORD_10157,PROD_314,3,1715,20%
ORD_10157,PROD_152,2,2074,20%
ORD_10157,PROD_323,2,1913,10%
ORD_10158,PROD_133,2,2332,0%
ORD_10159,PROD_10,1,2203,15%
ORD_10159,PROD_108,1,1688,10%
ORD_10159,PROD_252,2,526,15%
ORD_10159,PROD_310,1,2377,0%
ORD_10160,PROD_173,2,3086,0%
ORD_10161,PROD_130,1,2471,0%
ORD_10161,PROD_157,2,2088,15%
ORD_10162,PROD_269,2,2820,15%
ORD_10162,PROD_173,3,2436,20%
ORD_10162,PROD_83,2,232,0%
ORD_10163,PROD_292,3,492,10%
ORD_10163,PROD_153,1,1592,10%
ORD_10163,PROD_115,2,556,0%
ORD_10163,PROD_198,3,2730,5%
ORD_10164,PROD_246,3,1183,0%
ORD_10164,PROD_226,3,405,10%
ORD_10164,PROD_101,1,2081,0%
ORD_10165,PROD_333,3,1350,0%
ORD_10165,PROD_147,3,2044,0%
ORD_10165,PROD_335,3,742,20%
ORD_10166,PROD_40,2,370,10%
ORD_10167,PROD_278,2,892,0%
ORD_10167,PROD_109,3,1906,0%
ORD_10168,PROD_289,2,2121,0%
ORD_10168,PROD_311,1,3182,0%
ORD_10168,PROD_129,3,1767,0%
ORD_10169,PROD_272,2,1165,20%
ORD_10169,PROD_191,1,2971,5%
ORD_10170,PROD_306,2,1436,0%
ORD_10170,PROD_7,3,1923,10%
ORD_10171,PROD_289,1,950,15%
ORD_10172,PROD_289,1,2656,5%
ORD_10173,PROD_30,2,2960,0%
ORD_10173,PROD_44,2,1366,0%
ORD_10173,PROD_119,2,1788,5%
ORD_10174,PROD_273,1,2371,15%
ORD_10174,PROD_148,2,1465,0%
ORD_10174,PROD_79,3,381,0%
ORD_10175,PROD_310,2,1110,15%
ORD_10175,PROD_102,3,927,5%
ORD_10175,PROD_94,2,3052,0%
ORD_10175,PROD_222,1,2206,20%
ORD_10176,PROD_335,3,2481,20%
ORD_10176,PROD_258,2,845,10%
ORD_10176,PROD_292,2,583,5%
ORD_10177,PROD_39,1,1092,15%
ORD_10177,PROD_140,1,247,0%
ORD_10177,PROD_159,3,2525,5%
ORD_10178,PROD_240,2,2662,0%
ORD_10178,PROD_92,1,1014,0%
ORD_10178,PROD_139,2,2134,0%
ORD_10179,PROD_13,1,2509,15%
ORD_10179,PROD_2,3,1820,0%
ORD_10179,PROD_15,2,2261,5%
ORD_10180,PROD_172,3,1593,5%
ORD_10180,PROD_223,3,2197,0%
ORD_10180,PROD_114,3,1554,20%
ORD_10181,PROD_223,3,1163,20%
ORD_10181,PROD_342,1,1393,15%
ORD_10181,PROD_125,2,323,0%
ORD_10181,PROD_299,2,1391,10%
ORD_10182,PROD_246,2,1952,0%
ORD_10183,PROD_315,2,1402,10%
ORD_10183,PROD_92,1,2200,20%
ORD_10183,PROD_181,3,215,5%
ORD_10183,PROD_160,3,2336,0%
ORD_10184,PROD_258,1,2870,20%
ORD_10184,PROD_308,1,1614,15%
ORD_10184,PROD_269,2,1303,20%
ORD_10184,PROD_303,3,2368,0%
ORD_10185,PROD_313,2,2510,0%
ORD_10185,PROD_246,3,2433,0%
ORD_10185,PROD_140,2,1660,0%
ORD_10186,PROD_251,1,389,0%
ORD_10187,PROD_5,3,1909,15%
ORD_10187,PROD_234,2,1687,15%
ORD_10188,PROD_102,3,465,0%
ORD_10188,PROD_172,3,1128,0%
ORD_10188,PROD_228,1,3145,15%
ORD_10189,PROD_287,3,2207,5%
ORD_10189,PROD_120,2,2495,5%
ORD_10189,PROD_138,3,1742,5%
ORD_10190,PROD_152,3,1746,15%
ORD_10191,PROD_164,1,1798,0%
ORD_10191,PROD_193,3,1787,15%
ORD_10191,PROD_342,2,3058,0%
ORD_10192,PROD_233,3,3077,15%
ORD_10192,PROD_272,3,2349,10%
ORD_10192,PROD_7,2,1013,0%
ORD_10192,PROD_277,2,2301,5%
ORD_10193,PROD_212,2,2333,0%
ORD_10193,PROD_271,3,2278,15%
ORD_10194,PROD_216,1,3126,0%
ORD_10194,PROD_184,3,2861,0%
ORD_10194,PROD_322,2,1521,15%
ORD_10195,PROD_279,2,2244,15%
ORD_10195,PROD_97,3,804,0%
ORD_10195,PROD_269,2,1096,0%
ORD_10196,PROD_90,2,2903,20%
ORD_10196,PROD_10,3,2911,15%
ORD_10196,PROD_132,3,1584,0%
ORD_10196,PROD_214,2,676,0%
ORD_10197,PROD_299,1,2689,0%
ORD_10197,PROD_121,2,566,20%
ORD_10198,PROD_168,1,1845,15%
ORD_10198,PROD_309,2,229,0%
ORD_10198,PROD_233,2,1751,15%
ORD_10199,PROD_154,1,851,0%
ORD_10199,PROD_71,1,1526,20%
ORD_10199,PROD_141,2,1366,0%
ORD_10200,PROD_256,2,3056,0%
ORD_10200,PROD_98,2,2732,5%
ORD_10200,PROD_143,2,921,0%
ORD_10201,PROD_295,3,1104,15%
ORD_10202,PROD_227,3,1907,20%
ORD_10202,PROD_29,1,1235,15%
ORD_10202,PROD_112,3,2841,20%
ORD_10203,PROD_176,3,608,0%
ORD_10203,PROD_27,2,2124,0%
ORD_10203,PROD_163,1,836,10%
ORD_10204,PROD_131,1,908,20%
ORD_10205,PROD_302,2,1907,0%
ORD_10205,PROD_71,3,911,20%
ORD_10205,PROD_324,1,1303,20%
ORD_10205,PROD_230,3,2400,5%
ORD_10206,PROD_16,3,3158,5%
ORD_10206,PROD_334,1,621,0%
ORD_10206,PROD_231,3,2830,10%
ORD_10206,PROD_123,1,1598,20%
ORD_10207,PROD_180,2,833,0%
ORD_10207,PROD_31,3,250,0%
ORD_10207,PROD_129,1,3082,15%
ORD_10208,PROD_323,1,1765,0%
ORD_10208,PROD_20,1,1856,5%
ORD_10209,PROD_183,2,1879,15%
ORD_10209,PROD_207,3,318,0%
ORD_10209,PROD_157,3,2605,5%
ORD_10209,PROD_290,2,1749,10%
ORD_10210,PROD_64,2,1668,20%
ORD_10210,PROD_153,1,3084,0%
ORD_10210,PROD_83,3,714,0%
ORD_10211,PROD_29,3,816,10%
ORD_10211,PROD_156,1,2302,0%
ORD_10211,PROD_102,3,672,0%
ORD_10211,PROD_153,1,1124,15%
ORD_10212,PROD_112,2,2218,0%
ORD_10212,PROD_331,3,1806,15%
ORD_10212,PROD_119,3,2049,15%
ORD_10213,PROD_159,2,2270,0%
ORD_10214,PROD_83,3,2033,15%
ORD_10214,PROD_55,1,2538,20%
ORD_10214,PROD_249,1,1937,20%
ORD_10215,PROD_28,2,2923,20%
ORD_10216,PROD_302,3,1879,20%
ORD_10216,PROD_57,2,2052,10%
ORD_10217,PROD_84,3,3090,0%
ORD_10218,PROD_56,1,2696,0%
ORD_10218,PROD_51,2,807,5%
ORD_10218,PROD_192,3,1923,0%
ORD_10218,PROD_218,3,913,0%
ORD_10219,PROD_227,3,1529,15%
ORD_10219,PROD_202,1,2658,0%
ORD_10220,PROD_93,1,695,0%
ORD_10220,PROD_173,3,750,20%
ORD_10221,PROD_158,3,2811,10%
ORD_10221,PROD_130,2,442,0%
ORD_10221,PROD_49,3,1817,0%
ORD_10222,PROD_138,1,2854,10%
ORD_10223,PROD_55,3,2538,5%
ORD_10224,PROD_271,3,2053,10%
ORD_10224,PROD_250,3,1710,15%
ORD_10225,PROD_164,3,954,0%
ORD_10225,PROD_146,1,1019,20%
ORD_10225,PROD_167,3,2072,0%
ORD_10226,PROD_146,2,2348,0%
ORD_10226,PROD_43,1,1236,5%
ORD_10226,PROD_81,3,2367,20%
ORD_10227,PROD_32,2,2797,5%
ORD_10228,PROD_187,3,2421,5%
ORD_10229,PROD_8,1,2570,10%
ORD_10229,PROD_104,3,373,0%
ORD_10229,PROD_229,2,1131,0%
ORD_10230,PROD_50,3,3189,15%
ORD_10231,PROD_133,1,2838,5%
ORD_10231,PROD_161,2,421,10%
ORD_10232,PROD_312,2,727,15%
ORD_10232,PROD_236,3,1482,10%
ORD_10233,PROD_126,2,673,15%
ORD_10233,PROD_319,3,2341,0%
ORD_10233,PROD_215,1,3009,0%
ORD_10234,PROD_309,2,2207,0%
ORD_10235,PROD_283,1,2293,15%
ORD_10236,PROD_176,3,1795,15%
ORD_10236,PROD_164,2,846,20%
ORD_10236,PROD_226,2,1592,5%
ORD_10237,PROD_71,3,875,0%
ORD_10237,PROD_138,3,2225,15%
ORD_10237,PROD_248,3,225,15%
ORD_10238,PROD_134,3,3195,0%
ORD_10238,PROD_95,3,807,0%
ORD_10238,PROD_192,3,931,0%
ORD_10239,PROD_236,2,400,0%
ORD_10239,PROD_22,2,1235,5%
ORD_10239,PROD_202,3,3042,0%
ORD_10239,PROD_297,1,1682,0%
ORD_10240,PROD_269,2,551,5%
ORD_10240,PROD_153,2,2398,0%
ORD_10240,PROD_204,3,284,0%
ORD_10241,PROD_55,1,445,5%
ORD_10241,PROD_79,1,403,0%
ORD_10242,PROD_51,2,2845,10%
ORD_10243,PROD_179,3,841,15%
ORD_10243,PROD_236,2,427,10%
ORD_10244,PROD_138,2,592,20%
ORD_10244,PROD_156,3,1868,0%
ORD_10244,PROD_265,3,2443,0%
ORD_10245,PROD_144,1,1387,0%
ORD_10245,PROD_209,2,1384,5%
ORD_10246,PROD_213,2,2784,5%
ORD_10246,PROD_317,2,483,20%
ORD_10247,PROD_75,1,2727,5%
ORD_10247,PROD_68,3,3044,10%
ORD_10248,PROD_102,3,2557,0%
ORD_10249,PROD_196,3,441,15%
ORD_10249,PROD_273,1,1668,20%
ORD_10249,PROD_121,3,1971,20%
ORD_10250,PROD_264,3,1293,0%
ORD_10250,PROD_25,2,1833,0%
ORD_10250,PROD_271,1,444,0%
ORD_10250,PROD_151,3,2179,15%
ORD_10251,PROD_248,2,810,0%
ORD_10252,PROD_148,2,262,0%
ORD_10252,PROD_287,2,2036,10%
ORD_10253,PROD_41,1,1215,0%
ORD_10253,PROD_215,3,415,15%
ORD_10253,PROD_145,3,1027,0%
ORD_10253,PROD_46,3,2982,5%
ORD_10254,PROD_168,3,622,10%
ORD_10254,PROD_53,3,2023,10%
ORD_10254,PROD_277,2,517,15%
ORD_10255,PROD_74,2,2461,0%
ORD_10255,PROD_118,1,2970,0%
ORD_10255,PROD_234,2,853,15%
ORD_10256,PROD_32,1,1296,20%
ORD_10256,PROD_314,2,1633,5%
ORD_10256,PROD_283,2,979,5%
ORD_10257,PROD_322,3,2531,15%
ORD_10257,PROD_49,3,2847,5%
ORD_10257,PROD_108,2,1222,20%
ORD_10258,PROD_174,2,804,5%
ORD_10259,PROD_121,1,366,20%
ORD_10260,PROD_154,2,2315,5%
ORD_10260,PROD_185,3,1683,0%
ORD_10260,PROD_143,2,929,20%
ORD_10261,PROD_148,2,2642,10%
ORD_10262,PROD_271,3,341,5%
ORD_10262,PROD_210,1,1798,5%
ORD_10262,PROD_180,1,914,0%
ORD_10262,PROD_116,1,537,0%
ORD_10263,PROD_308,2,598,15%
ORD_10263,PROD_187,2,942,0%
ORD_10263,PROD_24,3,2393,10%
ORD_10264,PROD_48,3,2843,15%
ORD_10264,PROD_110,3,2396,10%
ORD_10265,PROD_200,2,846,0%
ORD_10266,PROD_237,3,1245,15%
ORD_10266,PROD_94,2,424,0%
ORD_10266,PROD_57,3,943,20%
ORD_10267,PROD_106,3,2626,20%
ORD_10267,PROD_311,1,3018,5%
ORD_10267,PROD_121,2,1498,5%
ORD_10268,PROD_52,3,3140,0%
ORD_10269,PROD_316,1,2882,0%
ORD_10270,PROD_207,2,1192,0%
ORD_10270,PROD_76,2,2606,15%
ORD_10270,PROD_108,3,2607,15%
ORD_10271,PROD_220,2,1923,15%
ORD_10271,PROD_11,2,1217,5%
ORD_10271,PROD_13,2,2694,0%
ORD_10272,PROD_133,3,1168,20%
ORD_10272,PROD_290,3,955,10%
